Probe Name	Annotation	Accession #	NS Probe ID	Class Name	Analyte Type	Species Name	% Samples above Threshold	Positive Flag	Avg Count	20200717_Qi 2 of 4_OV2-14_02.RCC	20200717_QL-TGFB_OV2-10_10.RCC	20200717_QL-TGFB_OV2-11_11.RCC	20200717_QL-TGFB_OV2-12_12.RCC	20200717_QL-TGFB_OV2-1_01.RCC	20200717_QL-TGFB_OV2-2_02.RCC	20200717_QL-TGFB_OV2-3_03.RCC	20200717_QL-TGFB_OV2-4_04.RCC	20200717_QL-TGFB_OV2-5_05.RCC	20200717_QL-TGFB_OV2-6_06.RCC	20200717_QL-TGFB_OV2-7_07.RCC	20200717_QL-TGFB_OV2-8_08.RCC	20200717_QL-TGFB_OV2-9_09.RCC	20200717_Qi 2 of 4_OV1-5_09.RCC	20200717_Qi 2 of 4_OV2-13_01.RCC	20200717_Qi 2 of 4_OV2-15_03.RCC	20200717_Qi 2 of 4_OV2-16_04.RCC	20200717_Qi 2 of 4_OV2-17_05.RCC	20200717_Qi 2 of 4_OV2-18_06.RCC	20200717_Qi 2 of 4_OV2-19_07.RCC	20200717_Qi 2 of 4_OV2-20_08.RCC	20200717_Qi 2 of 4_OV2-22_10.RCC	20200717_Qi 2 of 4_OV2-23_11.RCC	20200717_Qi 2 of 4_OV2-24_12.RCC	20200721_Qi 3 of 4_OV-10_10.RCC	20200721_Qi 3 of 4_OV-11_11.RCC	20200721_Qi 3 of 4_OV-12_12.RCC	20200721_Qi 3 of 4_OV-1_01.RCC	20200721_Qi 3 of 4_OV-2_02.RCC	20200721_Qi 3 of 4_OV-3_03.RCC	20200721_Qi 3 of 4_OV-4_04.RCC	20200721_Qi 3 of 4_OV-5_05.RCC	20200721_Qi 3 of 4_OV-6_06.RCC	20200721_Qi 3 of 4_OV-7_07.RCC	20200721_Qi 3 of 4_OV-8_08.RCC	20200721_Qi 3 of 4_OV-9_09.RCC	20200721_Qi 4 of 4_OV-10-2_12.RCC	20200721_Qi 4 of 4_OV-13_01.RCC	20200721_Qi 4 of 4_OV-14_02.RCC	20200721_Qi 4 of 4_OV-15_03.RCC	20200721_Qi 4 of 4_OV-16_04.RCC	20200721_Qi 4 of 4_OV-17_05.RCC	20200721_Qi 4 of 4_OV-18_06.RCC	20200721_Qi 4 of 4_OV-5-2_07.RCC	20200721_Qi 4 of 4_OV-6-2_08.RCC	20200721_Qi 4 of 4_OV-7-2_09.RCC	20200721_Qi 4 of 4_OV-8-2_10.RCC	20200721_Qi 4 of 4_OV-9-2_11.RCC
SERPINE1		NM_000602.2		Endogenous	mRNA		97,92	false	628,81	1300,39	1971,10	223,78	1070,05	73,47	225,31	131,16	1000,38	1780,07	115,98	22,33	182,08	323,66	196,00	595,86	2523,53	56,76	2265,08	243,21	85,20	619,20	6551,04	352,82	1163,54	89,04	11,93	4,08	81,38	50,32	157,85	19,12	54,06	120,92	211,00	36,09	956,02	79,30	167,02	23,97	1869,09	1136,48	239,99	316,52	239,03	139,71	184,83	54,48	868,85
SERPINE2		NM_006216.2		Endogenous	mRNA		93,75	false	135,47	4,39	40,75	43,86	76,82	27,45	236,87	34,03	77,09	194,29	26,30	83,82	13,41	59,35	29,32	86,74	226,90	284,90	311,06	1530,53	19,52	33,92	196,67	175,18	142,84	99,31	4,62	14,96	67,23	23,84	11,84	40,63	27,03	21,03	139,49	24,69	220,10	84,96	17,33	251,63	427,44	445,02	93,79	14,46	27,82	21,99	177,05	30,44	260,05
SH2D2A		NM_001161442.1		Endogenous	mRNA		22,92	false	9,95	4,39	37,99	11,42	11,16	13,12	3,01	17,02	13,85	38,57	15,64	14,28	13,41	14,09	8,85	5,76	17,45	6,57	9,93	5,88	3,46	7,90	27,13	9,80	7,19	6,77	4,62	4,08	2,41	5,12	6,36	4,53	3,82	3,51	8,21	4,00	4,05	8,74	4,00	6,64	50,52	3,11	4,62	2,41	5,04	2,41	3,11	8,07	3,46
SH2D4A		NM_001174159.1		Endogenous	mRNA		87,50	false	31,63	4,39	13,51	15,24	11,16	47,64	40,44	17,02	22,19	28,57	35,35	24,39	30,35	50,08	71,12	37,71	26,18	70,11	52,12	56,64	17,75	17,94	16,95	14,70	15,25	15,98	21,87	41,67	12,38	25,16	34,20	88,44	19,52	47,32	33,99	4,00	20,25	24,07	40,97	33,55	3,46	63,83	60,69	19,28	61,97	47,87	36,97	8,07	16,13
SLC20A1		NM_005415.4		Endogenous	mRNA		97,92	false	144,07	4,39	229,29	88,84	85,06	109,00	121,32	168,02	131,40	198,58	93,13	93,09	122,17	47,30	156,91	179,14	130,90	121,86	149,74	30,65	101,17	125,17	142,41	125,57	162,26	146,11	95,42	276,75	90,23	128,46	130,23	59,75	103,61	133,19	237,96	100,67	147,18	175,59	152,84	71,90	621,74	93,97	146,20	207,26	136,59	156,53	282,11	128,18	175,38
SLC22A4		NM_003059.2		Endogenous	mRNA		72,92	false	18,65	4,39	31,77	34,94	11,16	13,12	86,66	25,52	25,70	10,63	15,64	42,25	13,41	14,09	11,40	5,76	7,94	17,25	17,37	13,33	3,46	10,14	3,16	17,15	16,64	20,55	19,88	9,62	10,61	13,24	42,09	19,12	34,54	8,76	16,41	18,99	29,71	14,16	36,24	6,64	23,32	21,28	4,62	11,25	11,38	14,23	11,67	24,03	20,16
SLFN11		NM_001104587.1		Endogenous	mRNA		100,00	false	113,47	177,33	127,08	43,12	38,41	80,74	69,33	85,78	116,21	145,72	85,80	109,92	52,13	38,02	78,18	130,11	155,63	78,46	168,76	55,30	23,07	60,83	213,62	107,80	133,13	123,28	105,36	22,44	61,92	199,97	132,86	129,07	232,75	124,43	112,53	123,46	193,09	104,79	141,81	69,50	198,18	283,68	82,75	36,95	99,91	84,09	134,25	121,77	153,21
SMAD2		NM_005901.5		Endogenous	mRNA		97,92	false	168,34	4,39	145,73	101,48	38,41	71,05	63,55	93,58	123,22	92,86	93,56	117,82	111,27	69,55	118,36	99,94	130,90	169,72	151,39	174,58	58,57	418,39	84,77	112,71	83,21	249,99	276,32	185,93	429,90	264,87	330,17	121,90	265,78	162,98	276,64	112,06	174,19	273,30	217,45	246,84	194,29	200,35	300,67	239,40	107,50	182,40	276,28	92,93	169,34
SMAD3		NM_005902.3		Endogenous	mRNA		97,92	false	82,48	4,39	121,55	54,27	123,47	114,65	184,87	127,61	53,73	92,86	110,37	57,37	87,93	142,82	13,57	81,08	123,63	130,21	135,67	392,46	127,80	50,69	244,14	64,93	80,44	69,63	51,69	10,69	35,38	104,62	64,45	16,73	105,11	15,77	48,06	36,09	78,32	63,72	52,00	26,36	101,03	124,11	22,07	28,92	11,38	19,40	46,69	33,65	72,57
SMAD4		NM_005359.5		Endogenous	mRNA		100,00	false	199,06	236,43	176,80	139,03	117,98	144,52	98,21	143,21	222,50	208,58	140,55	115,08	143,18	117,78	167,76	165,94	241,44	146,90	143,95	313,17	156,20	352,49	189,89	181,31	109,56	264,83	425,42	267,14	194,60	263,54	347,27	198,39	234,25	159,48	182,86	87,37	168,79	300,21	207,99	309,15	132,12	196,80	377,91	210,48	164,41	190,17	180,94	132,99	185,46
SMAD7		NM_005904.2		Endogenous	mRNA		100,00	false	127,38	433,46	236,89	117,47	216,75	123,53	190,65	177,95	209,65	257,15	202,64	82,79	90,26	179,91	35,83	197,99	270,53	108,51	162,15	135,26	86,97	141,15	189,89	85,75	110,95	83,33	95,42	11,75	42,46	70,19	94,71	26,29	72,08	36,80	284,85	91,17	74,27	80,72	91,39	40,74	143,78	69,15	41,38	134,96	29,09	27,17	284,06	73,70	70,56
SMC1A		NM_006306.4		Endogenous	mRNA		97,92	false	238,44	4,39	111,19	145,72	79,57	126,76	69,33	122,65	144,25	80,00	99,16	124,69	154,85	164,15	514,15	77,31	104,72	132,99	86,86	113,94	94,07	177,03	71,21	202,75	79,05	234,01	361,81	227,60	884,57	336,38	242,03	435,01	307,83	429,36	250,85	305,79	419,95	178,43	296,23	266,01	229,27	210,99	372,39	443,45	484,39	433,37	250,98	338,08	425,36
SMC3		NM_005445.3		Endogenous	mRNA		100,00	false	210,30	137,92	184,40	149,43	107,00	153,40	248,42	131,16	151,25	141,43	146,59	159,05	105,83	171,57	115,10	84,85	158,54	247,06	125,75	223,88	268,02	400,06	105,11	143,94	155,32	175,79	180,90	189,13	219,37	199,97	206,52	305,94	219,23	213,81	303,60	343,78	307,87	201,08	157,57	275,60	233,15	276,59	165,51	578,41	102,44	182,40	315,19	406,98	318,51
SMURF1		NM_181349.1		Endogenous	mRNA		95,83	false	71,12	157,62	89,09	114,86	68,59	80,74	167,54	82,24	100,45	115,72	119,86	63,55	75,48	231,85	15,74	133,88	97,45	117,41	102,58	120,60	252,04	116,20	71,21	75,95	63,79	52,51	15,90	21,37	17,69	26,49	26,31	11,95	34,54	10,52	42,20	26,59	45,91	73,64	45,70	6,64	62,17	69,15	30,34	14,46	5,04	16,82	44,75	30,44	48,38
SMURF2		NM_022739.3		Endogenous	mRNA		97,92	false	120,80	4,39	121,55	113,01	57,62	79,93	132,88	126,20	107,45	114,29	136,24	140,50	105,83	56,57	90,13	133,88	106,18	149,13	185,31	165,25	69,22	157,14	111,90	138,43	109,56	131,27	202,77	107,92	90,23	215,87	185,47	86,05	229,74	87,63	99,64	64,58	186,34	121,78	127,63	139,00	139,89	93,97	137,92	73,91	89,79	89,26	126,46	67,30	191,51
SOD1		NM_000454.4		Endogenous	mRNA		100,00	false	55,99	98,51	75,97	49,44	68,59	30,68	127,10	50,34	88,77	25,72	34,06	51,53	26,46	39,88	42,35	41,48	49,45	64,55	27,30	39,98	40,82	47,18	37,30	35,53	31,90	39,95	71,57	51,29	42,46	67,54	63,14	69,32	61,57	28,04	83,23	45,58	67,52	72,22	67,76	98,26	73,83	81,56	74,48	27,31	30,35	43,98	95,33	33,65	72,57
SUMO3		NM_006936.2		Endogenous	mRNA		100,00	false	616,33	729,01	571,16	540,49	976,76	572,43	259,98	276,50	656,41	507,16	623,00	587,06	368,06	1388,30	475,06	529,86	680,70	673,85	670,09	379,13	213,00	616,08	467,93	705,63	323,13	1264,81	1043,67	443,45	504,20	419,81	469,60	781,59	423,45	564,31	771,31	678,06	554,98	1018,16	612,95	1155,12	547,90	514,17	667,55	412,92	435,06	513,58	871,63	600,85	524,13
TGFB1		NM_000660.3		Endogenous	mRNA		100,00	false	190,83	157,62	299,74	51,30	104,26	88,81	155,99	190,00	174,61	402,87	131,50	82,10	63,81	111,29	313,81	150,85	253,08	116,85	240,74	71,30	55,02	99,82	379,77	131,69	149,78	182,64	141,14	29,92	203,45	115,22	210,47	181,65	123,13	206,80	175,83	134,85	205,25	254,89	198,54	64,71	808,26	132,97	435,84	152,64	316,18	283,31	215,96	177,85	231,83
TGFBR1		NM_004612.2		Endogenous	mRNA		100,00	false	151,78	216,73	314,93	109,29	82,31	81,55	127,10	124,07	133,73	188,58	129,77	69,39	81,70	97,38	169,94	241,36	261,81	69,00	142,29	107,28	94,07	122,05	159,37	129,86	116,49	144,97	91,45	79,07	81,38	131,11	148,64	176,87	106,61	138,45	123,08	210,83	207,95	118,95	116,60	93,46	481,85	173,75	176,54	171,92	201,09	150,06	136,19	192,27	262,07
TGFBR2		NM_001024847.2		Endogenous	mRNA		95,83	false	79,92	4,39	79,42	119,70	11,16	27,45	28,89	227,58	58,40	250,01	79,76	93,78	42,80	35,24	86,87	71,65	136,72	115,74	149,74	21,32	23,07	53,03	128,85	34,30	83,21	237,44	77,53	64,11	72,53	38,41	98,66	50,19	31,53	73,61	66,82	34,19	58,06	233,65	36,24	33,55	163,21	78,01	55,17	62,66	82,21	56,92	50,59	51,27	66,52
TGFBR3		NM_003243.3		Endogenous	mRNA		100,00	false	121,64	98,51	47,65	33,46	85,06	32,30	519,96	200,64	63,07	135,72	52,17	299,20	34,24	52,86	36,38	77,31	55,27	48,97	35,57	391,13	177,50	207,44	23,74	60,64	151,16	68,49	103,37	170,97	74,30	29,14	69,72	181,65	22,52	68,35	57,44	108,26	201,20	48,15	105,57	19,17	97,15	654,23	295,16	57,84	41,74	54,33	81,72	124,98	183,45
TGIF1		NM_173210.1		Endogenous	mRNA		100,00	false	337,51	118,22	379,16	230,10	230,47	185,70	196,43	211,98	277,40	170,01	110,37	295,08	227,99	227,21	247,03	209,31	239,99	230,92	340,01	227,88	143,77	395,38	281,44	164,16	465,97	152,96	435,36	241,49	394,52	517,81	534,06	253,36	636,67	389,06	475,92	180,44	1132,91	154,35	179,63	359,48	466,30	570,90	466,18	563,95	276,97	376,45	418,31	195,48	1022,06
THBS1		NM_003246.2		Endogenous	mRNA		100,00	false	1035,09	413,76	2305,37	435,29	559,72	165,51	179,10	292,80	654,65	944,32	475,55	73,17	319,03	261,52	1210,18	1325,61	1492,30	266,54	1272,35	1709,77	85,20	409,42	549,31	512,07	687,86	1682,60	552,65	116,47	1348,08	610,52	1024,70	370,48	612,65	956,87	2262,36	210,83	2716,82	2071,72	586,16	917,86	4523,13	2806,64	388,94	1635,62	1315,30	913,32	2379,47	248,35	2832,34
TIP60		NM_001206833.2		Endogenous	mRNA		100,00	false	71,07	137,92	57,32	62,82	101,52	103,34	86,66	47,50	69,49	51,43	103,47	36,07	42,80	78,83	45,06	35,83	52,36	56,20	52,95	57,30	60,35	62,00	67,82	64,93	97,08	49,09	85,48	78,00	56,61	112,57	55,25	109,95	123,13	75,36	78,54	108,26	54,01	52,39	58,30	62,31	62,17	62,05	52,41	57,84	55,65	49,16	81,72	123,37	76,60
TMEPAI		NM_020182.3		Endogenous	mRNA		89,58	false	68,46	4,39	129,84	243,85	68,59	118,68	40,44	82,24	141,91	107,15	189,70	60,46	56,03	64,92	41,26	86,74	187,63	44,52	88,52	76,63	31,95	189,89	67,82	22,05	74,89	124,43	4,62	4,08	10,61	78,14	68,40	11,95	90,10	35,05	39,86	4,00	29,71	127,45	18,91	23,97	112,69	60,28	19,31	67,48	26,56	11,64	56,42	8,07	32,25
TNC		NM_002160.3		Endogenous	mRNA		68,75	false	33,40	4,39	66,30	59,48	11,16	33,91	23,11	18,43	90,52	80,00	47,86	15,46	39,68	24,11	8,85	103,71	37,82	17,25	81,07	5,88	3,46	58,10	44,08	12,25	81,82	47,94	4,62	4,08	2,41	148,32	6,36	4,53	151,66	8,76	15,24	4,00	24,31	53,81	14,18	6,64	23,32	3,11	16,55	43,38	5,04	10,35	11,67	8,07	16,13
TNFRSF12A		NM_016639.1		Endogenous	mRNA		97,92	false	72,27	275,84	47,65	80,29	134,44	45,21	3,01	146,76	118,55	121,43	64,24	29,54	56,80	31,53	73,29	143,31	48,00	26,15	71,15	6,00	37,27	31,97	67,82	39,20	55,47	31,96	25,84	43,81	77,84	91,38	42,09	38,24	76,58	77,11	127,77	131,05	33,76	49,56	52,00	50,33	62,17	44,32	88,27	165,49	74,62	56,92	116,74	113,76	42,33
TP53		NM_000546.2		Endogenous	mRNA		95,83	false	50,05	4,39	80,11	17,47	46,64	17,76	28,89	46,79	33,29	60,00	73,72	44,66	53,69	103,87	51,03	54,68	45,09	22,81	47,98	63,30	127,80	187,16	30,52	58,19	63,79	45,66	49,70	18,17	21,23	45,03	61,82	26,29	28,53	45,57	16,41	72,17	44,56	50,98	33,09	95,86	42,74	40,78	4,62	40,17	54,38	36,22	21,40	84,92	58,46
UBE2T		NM_014176.3		Endogenous	mRNA		95,83	false	64,44	4,39	33,15	47,58	35,67	42,79	40,44	25,52	91,10	21,43	33,63	74,20	38,13	57,50	68,41	45,26	7,94	43,40	83,55	6,66	74,55	83,05	13,56	85,75	70,73	14,84	81,51	112,20	111,46	80,78	40,78	52,58	70,57	54,33	109,02	47,48	143,13	12,74	126,06	158,17	58,29	39,01	96,55	126,93	82,21	59,51	97,28	54,48	135,07
UNG		NM_003362.3		Endogenous	mRNA		100,00	false	59,50	98,51	53,18	54,64	76,82	139,68	98,21	53,17	60,74	31,43	48,29	55,99	70,03	61,21	20,63	96,17	55,27	120,75	48,81	107,94	108,27	111,91	84,77	42,88	44,38	15,98	17,89	10,69	99,07	46,35	89,45	19,12	37,54	28,04	24,62	62,68	68,87	22,66	50,42	33,55	54,40	81,56	46,89	67,48	17,71	38,81	29,18	68,90	80,64
VCAN		NM_001126336.2		Endogenous	mRNA		100,00	false	663,50	650,20	989,69	395,52	348,45	359,28	75,10	911,02	944,31	1705,78	730,78	41,56	1111,17	87,17	845,33	1352,00	1367,22	154,69	1761,27	29,32	31,95	550,57	1495,35	405,49	913,91	2220,26	254,46	34,19	189,30	320,49	1340,40	38,24	289,81	576,58	543,91	119,66	717,01	2075,96	255,26	472,11	1056,95	214,53	143,44	981,69	886,56	518,75	575,90	80,11	685,41
WRN		NM_000553.4		Endogenous	mRNA		91,67	false	34,23	4,39	21,41	26,76	11,16	16,15	34,66	16,31	33,87	18,57	32,77	32,63	35,79	24,11	21,17	5,76	11,64	46,18	37,23	45,98	8,87	38,99	3,16	25,73	22,19	54,79	71,57	65,18	49,54	46,35	59,19	14,34	36,04	31,55	32,82	45,58	39,16	60,89	12,61	81,48	46,63	65,60	63,44	19,28	41,74	23,29	25,29	36,85	44,35
XIAP		NM_001204401.1		Endogenous	mRNA		97,92	false	147,72	4,39	221,70	111,52	71,34	46,83	115,55	112,02	114,46	85,72	121,58	139,12	114,39	163,22	122,70	120,68	84,36	99,05	166,28	141,93	56,80	116,20	81,38	136,59	73,50	175,79	304,16	188,06	238,83	260,89	286,76	117,12	252,27	136,70	162,94	112,06	209,30	253,48	110,30	194,12	163,21	175,53	206,89	175,13	126,47	122,90	200,40	78,51	217,72
XRCC1		NM_006297.2		Endogenous	mRNA		97,92	false	88,30	4,39	80,11	87,36	96,03	109,80	69,33	107,76	70,66	107,15	48,72	88,97	107,38	80,68	118,36	60,34	80,00	65,66	86,86	73,29	69,22	60,83	30,52	71,67	74,89	73,06	51,69	76,94	113,22	39,73	139,43	83,66	42,04	110,41	79,71	98,77	55,36	89,21	85,09	119,83	77,72	86,88	212,40	250,65	88,53	130,66	110,90	112,16	60,48
CC2D1B		NM_032449.2		Housekeeping	mRNA		97,92	false	43,91	4,39	47,65	49,44	85,06	64,59	23,11	46,08	54,31	51,43	60,36	45,69	43,58	64,92	40,72	71,65	62,54	38,95	46,33	43,98	51,47	47,18	50,86	52,06	44,38	34,25	35,78	25,65	33,61	52,97	26,31	40,63	52,56	49,07	32,82	43,68	37,81	41,07	44,12	23,97	38,86	39,01	30,34	35,35	37,94	47,87	44,75	38,45	30,24
COG7		NM_153603.4		Housekeeping	mRNA		100,00	false	91,64	256,14	100,83	148,69	60,36	97,69	46,22	51,75	79,42	85,72	89,25	202,67	74,70	51,93	52,12	86,74	98,90	79,01	85,21	102,61	47,92	99,82	81,38	73,50	73,50	76,48	63,61	97,24	97,30	131,11	81,56	107,56	120,13	66,60	116,05	123,46	105,32	76,47	104,00	83,88	85,49	78,01	41,38	69,09	59,44	43,98	136,19	107,35	100,80
EDC3		NM_025083.3		Housekeeping	mRNA		100,00	false	140,15	256,14	96,00	126,02	200,29	208,30	144,43	151,01	126,73	145,72	258,25	94,47	344,71	144,67	55,92	222,51	148,36	263,20	210,95	159,25	163,30	181,71	88,16	147,62	153,94	127,85	129,22	43,81	35,38	193,35	165,74	109,95	178,69	64,84	161,76	62,68	86,42	133,11	165,45	52,72	85,49	136,52	113,10	125,32	58,18	62,10	169,27	81,72	92,73
GPATCH3		NM_022078.2		Housekeeping	mRNA		95,83	false	30,69	4,39	29,01	16,36	11,16	34,72	86,66	54,59	42,63	35,72	31,47	18,55	40,46	29,68	19,00	30,17	29,09	35,61	34,75	45,31	26,62	37,04	71,21	26,34	33,28	20,55	17,89	18,17	12,38	31,78	11,84	43,02	19,52	21,03	30,48	39,89	22,96	32,57	34,67	28,76	31,09	30,14	30,34	30,53	21,50	21,99	19,46	46,47	32,25
HDAC3		NM_003883.3		Housekeeping	mRNA		100,00	false	89,69	118,22	134,68	125,27	115,24	104,15	127,10	81,53	105,70	100,00	115,98	100,99	96,49	104,79	59,18	143,31	139,63	117,97	111,68	99,95	88,75	94,75	101,72	72,89	106,78	135,84	47,71	39,54	127,38	55,62	103,92	26,29	51,05	43,81	65,64	34,19	82,37	127,45	91,39	59,91	104,92	58,51	121,37	70,69	43,00	67,27	48,64	43,26	88,70
MTMR14		NM_022485.4		Housekeeping	mRNA		97,92	false	84,09	4,39	116,03	76,95	68,59	63,78	75,10	116,98	51,39	115,72	81,05	87,25	61,47	100,16	90,13	52,80	87,27	99,60	75,28	43,31	122,47	61,61	101,72	55,74	138,68	107,30	103,37	116,47	56,61	43,70	84,19	105,17	61,57	108,66	87,92	106,36	59,41	84,96	91,39	76,69	139,89	102,83	63,44	54,63	110,03	93,14	73,93	94,53	62,49
NUBP1		NM_002484.3		Housekeeping	mRNA		100,00	false	157,06	137,92	98,76	91,07	98,77	109,00	161,76	94,29	135,49	88,57	72,00	150,46	68,48	76,97	217,71	115,02	123,63	86,81	126,57	104,61	110,05	72,53	142,41	84,53	94,30	110,73	115,30	232,94	392,75	109,92	265,71	203,17	103,61	201,54	213,34	201,33	141,78	138,78	77,21	330,72	252,58	187,94	281,36	310,09	207,41	196,63	202,34	238,74	161,27
PRPF38A		NM_032864.3		Housekeeping	mRNA		100,00	false	195,25	216,73	173,35	221,92	285,35	243,83	225,31	253,81	348,06	175,72	227,64	232,21	169,63	250,39	159,08	105,60	152,72	217,01	140,64	211,89	260,92	184,43	152,59	189,88	338,38	156,39	161,02	180,58	169,84	136,41	160,48	253,36	171,18	124,43	199,28	241,22	260,61	118,95	182,78	103,05	163,21	225,17	143,44	147,82	141,65	153,94	206,23	224,32	209,65
SAP130		NM_024545.3		Housekeeping	mRNA		97,92	false	32,04	4,39	30,39	45,72	35,67	23,41	57,77	34,74	29,20	50,00	38,37	46,37	33,46	41,73	32,03	45,26	34,91	32,27	38,88	28,65	37,27	41,72	20,34	33,69	12,48	36,53	35,78	38,47	26,54	29,14	49,99	11,95	30,03	21,03	31,65	17,09	36,46	33,99	33,09	35,95	23,32	12,41	27,58	25,71	35,41	31,05	31,13	14,42	40,32
SF3A3		NM_006802.2		Housekeeping	mRNA		100,00	false	298,78	689,60	361,21	286,97	381,38	381,08	248,42	272,24	376,67	244,30	337,15	296,79	342,38	334,79	300,24	282,85	280,72	331,64	174,55	321,83	346,12	319,74	423,85	295,24	320,35	353,87	421,44	210,50	539,59	178,78	239,40	296,38	184,70	322,46	196,93	203,23	251,16	298,79	178,05	299,56	186,52	273,04	319,98	208,87	289,62	294,95	206,23	181,06	256,02
TLK2		NM_006852.2		Housekeeping	mRNA		100,00	false	302,18	157,62	162,99	140,14	123,47	108,19	179,10	216,23	143,66	118,58	116,41	147,37	133,06	163,22	1254,70	197,99	125,09	122,97	205,16	155,92	117,15	156,36	169,54	176,41	155,32	170,09	367,77	255,38	297,21	464,84	232,83	346,58	542,07	1193,46	130,12	322,89	280,86	169,93	305,69	431,37	248,69	342,19	353,08	411,32	1243,21	958,59	169,27	286,81	233,84
ZC3H14		NM_207662.3		Housekeeping	mRNA		97,92	false	213,75	4,39	140,20	165,42	85,06	115,46	75,10	97,84	95,19	150,01	88,38	88,63	188,31	134,47	178,62	92,40	119,27	106,84	148,91	199,90	177,50	173,91	105,11	527,39	183,06	235,15	335,96	1129,46	306,06	238,38	205,20	248,58	243,26	208,55	240,30	336,18	244,41	213,83	160,72	405,01	155,43	242,90	215,16	245,83	179,59	187,58	274,33	349,29	217,72
NEG_A		ERCC_00096.1		Negative	SYSTEM		0,00	false	3,65	3,00	4,00	12,00	2,00	6,00	1,00	1,00	7,00	4,00	9,00	11,00	10,00	12,00	8,00	1,00	3,00	3,00	1,00	2,00	3,00	1,00	2,00	3,00	3,00	4,00	2,00	3,00	2,00	2,00	2,00	5,00	2,00	1,00	2,00	3,00	1,00	7,00	3,00	4,00	1,00	2,00	2,00	2,00	3,00	1,00	2,00	4,00	3,00
NEG_B		ERCC_00041.1		Negative	SYSTEM		0,00	false	2,19	1,00	1,00	3,00	3,00	5,00	3,00	4,00	2,00	1,00	5,00	5,00	5,00	5,00	4,00	5,00	3,00	1,00	3,00	1,00	1,00	1,00	3,00	2,00	5,00	1,00	1,00	1,00	1,00	1,00	2,00	2,00	2,00	1,00	1,00	1,00	2,00	2,00	1,00	1,00	3,00	2,00	1,00	2,00	1,00	1,00	1,00	1,00	1,00
NEG_C		ERCC_00019.1		Negative	SYSTEM		0,00	false	1,69	3,00	1,00	4,00	3,00	2,00	1,00	3,00	1,00	1,00	1,00	2,00	3,00	5,00	2,00	1,00	1,00	2,00	1,00	2,00	1,00	2,00	1,00	1,00	3,00	1,00	1,00	2,00	1,00	2,00	1,00	1,00	1,00	1,00	2,00	1,00	1,00	3,00	1,00	1,00	1,00	1,00	1,00	1,00	2,00	2,00	2,00	3,00	1,00
NEG_D		ERCC_00076.1		Negative	SYSTEM		0,00	false	1,96	1,00	2,00	4,00	2,00	1,00	1,00	4,00	3,00	3,00	5,00	4,00	5,00	4,00	1,00	4,00	1,00	1,00	1,00	5,00	2,00	5,00	1,00	2,00	1,00	1,00	2,00	1,00	1,00	4,00	1,00	2,00	1,00	1,00	1,00	1,00	1,00	2,00	1,00	1,00	1,00	2,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00
NEG_E		ERCC_00098.1		Negative	SYSTEM		0,00	false	4,21	2,00	6,00	6,00	8,00	8,00	2,00	1,00	10,00	9,00	9,00	12,00	11,00	11,00	5,00	4,00	5,00	5,00	1,00	3,00	3,00	3,00	2,00	6,00	5,00	3,00	5,00	1,00	2,00	2,00	3,00	1,00	2,00	1,00	3,00	4,00	2,00	7,00	1,00	2,00	3,00	3,00	4,00	2,00	3,00	2,00	2,00	5,00	2,00
NEG_F		ERCC_00126.1		Negative	SYSTEM		0,00	false	5,40	4,00	14,00	6,00	11,00	13,00	2,00	6,00	13,00	9,00	15,00	9,00	10,00	9,00	6,00	1,00	8,00	6,00	7,00	5,00	1,00	8,00	2,00	5,00	6,00	7,00	2,00	4,00	2,00	4,00	7,00	1,00	4,00	1,00	2,00	1,00	2,00	6,00	4,00	7,00	2,00	1,00	4,00	1,00	5,00	2,00	3,00	8,00	3,00
NEG_G		ERCC_00144.1		Negative	SYSTEM		0,00	false	1,33	1,00	1,00	2,00	1,00	1,00	1,00	1,00	3,00	1,00	2,00	4,00	2,00	2,00	1,00	1,00	1,00	3,00	1,00	1,00	1,00	3,00	1,00	1,00	1,00	1,00	2,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	2,00	1,00	1,00	1,00	1,00	2,00	1,00
NEG_H		ERCC_00154.1		Negative	SYSTEM		0,00	false	1,42	1,00	7,00	2,00	1,00	3,00	1,00	1,00	3,00	1,00	1,00	1,00	3,00	2,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	2,00	1,00	1,00	1,00	1,00	1,00	1,00	4,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	2,00	1,00	2,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00
POS_A		ERCC_00117.1		Positive	SYSTEM		0,00	false	18124,56	17783,00	34666,00	26675,00	39078,00	39527,00	7473,00	17754,00	31009,00	24650,00	45106,00	36033,00	33913,00	37750,00	19660,00	18774,00	17918,00	15379,00	14476,00	15452,00	17907,00	15531,00	11834,00	19419,00	17438,00	10480,00	10697,00	13434,00	9069,00	13870,00	12378,00	12812,00	8474,00	9011,00	10714,00	10239,00	11203,00	25135,00	12281,00	10956,00	12106,00	12321,00	13970,00	10635,00	11590,00	16245,00	8926,00	17361,00	10867,00
